onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-34.555	-0.001	0.021	18.721	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	2.484	-32.071	n/a	Welcome	n/a
-32.039	5.0	0.032	21.237	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-27.007	1.156	0.032	26.269	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	360.0	LifeHappiness	n/a
-27.007	0.456	n/a	26.969	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	360.0	LifeHappinessSliderResponse	n/a
-11.579	4.0	0.029	41.697	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-7.564	1.754	0.015	45.712	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	368.0	BlockStartHappiness	n/a
-7.564	0.452	n/a	47.014	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	368.0	BlockStartHappinessSliderResponse	n/a
-1.616	-0.001	0.024	51.66	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	1.596	-0.02	n/a	ScanWait	n/a
0.0	10.0	0.02	53.276	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	63.306	1.0	1	-3.88	-2.0	9.515	955.0	0.2	Outcome2	-1.5	-3.88	0.0	No	2.0	-2.38212533031333	1.214	11.244	n/a	GetAnswer	Mixed
11.263	4.0	0.019	64.539	1.0	1	-3.88	-2.0	9.515	955.0	0.2	Outcome2	-1.5	-3.88	0.0	No	n/a	-2.38212533031333	n/a	n/a	n/a	ShowChoice	Mixed
15.278	1.0	0.015	68.554	1.0	1	-3.88	-2.0	9.515	955.0	0.2	Outcome2	-1.5	-3.88	0.0	No	n/a	-2.38212533031333	n/a	n/a	n/a	ShowResult	Mixed
16.294	2.431	0.016	69.57	1.0	1	-3.88	-2.0	9.515	955.0	0.2	Outcome2	-1.5	-3.88	0.0	No	n/a	-2.38212533031333	n/a	n/a	n/a	ISITrial	Mixed
18.743	3.0	0.018	72.019	2.0	1	-1.0	-1.0	9.39	955.0	2.0	Certain	-6.34	4.3	0.0	No	4.0	10.6364665911665	1.671	20.414	n/a	GetAnswer	Mixed
20.443	4.0	0.029	73.719	2.0	1	-1.0	-1.0	9.39	955.0	2.0	Certain	-6.34	4.3	0.0	No	n/a	10.6364665911665	n/a	n/a	n/a	ShowChoice	Mixed
24.458	1.0	0.015	77.734	2.0	1	-1.0	-1.0	9.39	955.0	2.0	Certain	-6.34	4.3	0.0	No	n/a	10.6364665911665	n/a	n/a	n/a	ShowResult	Mixed
25.474	4.568	0.016	78.75	2.0	1	-1.0	-1.0	9.39	955.0	2.0	Certain	-6.34	4.3	0.0	No	n/a	10.6364665911665	n/a	n/a	n/a	ISITrial	Mixed
30.073	3.0	0.031	83.349	3.0	1	-3.0	-3.0	9.015	955.0	0.3	Certain	2.7	-8.6	2.868	Yes	4.0	11.3012457531144	1.802	31.875	n/a	GetAnswer	Mixed
31.905	4.0	0.03	85.181	3.0	1	-3.0	-3.0	9.015	955.0	0.3	Certain	2.7	-8.6	2.868	Yes	n/a	11.3012457531144	n/a	n/a	n/a	ShowChoice	Mixed
35.921	1.0	0.016	89.197	3.0	1	-3.0	-3.0	9.015	955.0	0.3	Certain	2.7	-8.6	2.868	Yes	n/a	11.3012457531144	n/a	n/a	n/a	ShowResult	Mixed
36.937	3.243	0.016	90.213	3.0	1	-3.0	-3.0	9.015	955.0	0.3	Certain	2.7	-8.6	2.868	Yes	n/a	11.3012457531144	n/a	n/a	n/a	ISITrial	Mixed
40.202	2.868	0.022	93.478	3.0	1	-3.0	-3.0	9.015	955.0	0.3	Certain	2.7	-8.6	2.868	Yes	n/a	11.3012457531144	n/a	n/a	n/a	TrialHappPreview	Mixed
43.101	4.016	0.031	96.377	3.0	1	-3.0	-3.0	9.015	955.0	0.3	Certain	2.7	-8.6	2.868	Yes	n/a	11.3012457531144	n/a	n/a	360.0	TrialHappiness	Mixed
43.102	0.467	n/a	96.783	3.0	1	-3.0	-3.0	9.015	955.0	0.3	Certain	2.7	-8.6	2.868	Yes	n/a	11.3012457531144	n/a	n/a	360.0	TrialHappinessSliderResponse	Mixed
47.117	3.472	4.016	100.393	3.0	1	-3.0	-3.0	9.015	955.0	0.3	Certain	2.7	-8.6	2.868	Yes	n/a	11.3012457531144	n/a	n/a	n/a	ISIRate	Mixed
50.615	3.0	0.026	103.891	4.0	1	2.0	2.0	9.265	955.0	3.6	Certain	7.9	-4.2	0.0	No	4.0	12.101925254813098	1.365	51.98	n/a	GetAnswer	Gain
51.998	4.0	0.018	105.274	4.0	1	2.0	2.0	9.265	955.0	3.6	Certain	7.9	-4.2	0.0	No	n/a	12.101925254813098	n/a	n/a	n/a	ShowChoice	Gain
56.014	1.0	0.016	109.29	4.0	1	2.0	2.0	9.265	955.0	3.6	Certain	7.9	-4.2	0.0	No	n/a	12.101925254813098	n/a	n/a	n/a	ShowResult	Gain
57.03	2.011	0.016	110.306	4.0	1	2.0	2.0	9.265	955.0	3.6	Certain	7.9	-4.2	0.0	No	n/a	12.101925254813098	n/a	n/a	n/a	ISITrial	Gain
59.063	3.0	0.022	112.339	5.0	1	6.7	0.0	10.1025	955.0	1.82	Outcome2	-6.08	6.7	2.5825	Yes	2.0	12.775764439411098	1.1	60.163	n/a	GetAnswer	Gain
60.179	4.0	0.016	113.455	5.0	1	6.7	0.0	10.1025	955.0	1.82	Outcome2	-6.08	6.7	2.5825	Yes	n/a	12.775764439411098	n/a	n/a	n/a	ShowChoice	Gain
64.194	1.0	0.015	117.47	5.0	1	6.7	0.0	10.1025	955.0	1.82	Outcome2	-6.08	6.7	2.5825	Yes	n/a	12.775764439411098	n/a	n/a	n/a	ShowResult	Gain
65.21	5.129	0.016	118.486	5.0	1	6.7	0.0	10.1025	955.0	1.82	Outcome2	-6.08	6.7	2.5825	Yes	n/a	12.775764439411098	n/a	n/a	n/a	ISITrial	Gain
70.359	2.582	0.02	123.635	5.0	1	6.7	0.0	10.1025	955.0	1.82	Outcome2	-6.08	6.7	2.5825	Yes	n/a	12.775764439411098	n/a	n/a	n/a	TrialHappPreview	Gain
72.974	4.016	0.033	126.25	5.0	1	6.7	0.0	10.1025	955.0	1.82	Outcome2	-6.08	6.7	2.5825	Yes	n/a	12.775764439411098	n/a	n/a	456.0	TrialHappiness	Gain
72.975	0.261	n/a	126.747	5.0	1	6.7	0.0	10.1025	955.0	1.82	Outcome2	-6.08	6.7	2.5825	Yes	n/a	12.775764439411098	n/a	n/a	456.0	TrialHappinessSliderResponse	Gain
76.99	2.33	4.016	130.266	5.0	1	6.7	0.0	10.1025	955.0	1.82	Outcome2	-6.08	6.7	2.5825	Yes	n/a	12.775764439411098	n/a	n/a	n/a	ISIRate	Gain
79.339	3.0	0.019	132.615	6.0	1	9.9	-0.96	11.34	955.0	3.6	Outcome1	9.9	-1.92	0.0	No	2.0	11.818799546998902	1.294	80.633	n/a	GetAnswer	Gain
80.655	4.0	0.022	133.931	6.0	1	9.9	-0.96	11.34	955.0	3.6	Outcome1	9.9	-1.92	0.0	No	n/a	11.818799546998902	n/a	n/a	n/a	ShowChoice	Gain
