onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-71.514	-0.001	0.021	35.235	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	2.656	-68.858	n/a	Welcome	n/a
-68.839	5.0	0.019	37.91	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-63.807	3.006	0.032	42.942	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	720.0	LifeHappiness	n/a
-63.807	2.438	n/a	43.51	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	720.0	LifeHappinessSliderResponse	n/a
-50.601	4.0	0.018	56.148	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-46.589	0.82	0.012	60.16	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	512.0	BlockStartHappiness	n/a
-46.588	0.0	n/a	60.981	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	512.0	BlockStartHappinessSliderResponse	n/a
-13.39	-0.001	0.013	93.359	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	13.367	-0.023	n/a	ScanWait	n/a
0.0	10.0	0.023	106.749	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	116.779	1.0	1	3.5	0.0	10.4375	955.0	0.82	Outcome1	3.5	-4.03	0.0	No	2.0	7.52548131370328	1.41	11.44	n/a	GetAnswer	Mixed
11.468	4.0	0.028	118.217	1.0	1	3.5	0.0	10.4375	955.0	0.82	Outcome1	3.5	-4.03	0.0	No	n/a	7.52548131370328	n/a	n/a	n/a	ShowChoice	Mixed
15.48	1.0	0.012	122.229	1.0	1	3.5	0.0	10.4375	955.0	0.82	Outcome1	3.5	-4.03	0.0	No	n/a	7.52548131370328	n/a	n/a	n/a	ShowResult	Mixed
16.5	2.431	0.02	123.249	1.0	1	3.5	0.0	10.4375	955.0	0.82	Outcome1	3.5	-4.03	0.0	No	n/a	7.52548131370328	n/a	n/a	n/a	ISITrial	Mixed
18.957	3.0	0.026	125.706	2.0	1	1.3	-2.0	10.6	955.0	0.66	Outcome2	-6.73	1.3	0.0	No	2.0	8.02718006795017	2.657	21.614	n/a	GetAnswer	Mixed
21.632	4.0	0.018	128.381	2.0	1	1.3	-2.0	10.6	955.0	0.66	Outcome2	-6.73	1.3	0.0	No	n/a	8.02718006795017	n/a	n/a	n/a	ShowChoice	Mixed
25.66	1.0	0.028	132.409	2.0	1	1.3	-2.0	10.6	955.0	0.66	Outcome2	-6.73	1.3	0.0	No	n/a	8.02718006795017	n/a	n/a	n/a	ShowResult	Mixed
26.68	4.568	0.02	133.429	2.0	1	1.3	-2.0	10.6	955.0	0.66	Outcome2	-6.73	1.3	0.0	No	n/a	8.02718006795017	n/a	n/a	n/a	ISITrial	Mixed
31.277	3.0	0.029	138.026	3.0	1	-2.0	-2.0	10.35	955.0	0.3	Certain	-1.3	-3.18	2.868	Yes	4.0	-1.88137032842582	2.394	33.671	n/a	GetAnswer	Mixed
33.701	4.0	0.03	140.45	3.0	1	-2.0	-2.0	10.35	955.0	0.3	Certain	-1.3	-3.18	2.868	Yes	n/a	-1.88137032842582	n/a	n/a	n/a	ShowChoice	Mixed
37.713	1.0	0.012	144.462	3.0	1	-2.0	-2.0	10.35	955.0	0.3	Certain	-1.3	-3.18	2.868	Yes	n/a	-1.88137032842582	n/a	n/a	n/a	ShowResult	Mixed
38.733	3.243	0.02	145.482	3.0	1	-2.0	-2.0	10.35	955.0	0.3	Certain	-1.3	-3.18	2.868	Yes	n/a	-1.88137032842582	n/a	n/a	n/a	ISITrial	Mixed
41.992	2.868	0.016	148.741	3.0	1	-2.0	-2.0	10.35	955.0	0.3	Certain	-1.3	-3.18	2.868	Yes	n/a	-1.88137032842582	n/a	n/a	n/a	TrialHappPreview	Mixed
44.884	4.029	0.024	151.633	3.0	1	-2.0	-2.0	10.35	955.0	0.3	Certain	-1.3	-3.18	2.868	Yes	n/a	-1.88137032842582	n/a	n/a	544.0	TrialHappiness	Mixed
