onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-33.753	-0.001	0.036	23.938	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	3.817	-29.936	n/a	Welcome	n/a
-29.906	5.0	0.03	27.785	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-24.808	3.503	0.098	32.883	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	340.0	LifeHappiness	n/a
-24.807	2.311	n/a	34.076	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	340.0	LifeHappinessSliderResponse	n/a
-11.451	4.0	0.021	46.24	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-7.439	2.798	0.012	50.252	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	580.0	BlockStartHappiness	n/a
-7.439	2.405	n/a	50.645	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	580.0	BlockStartHappinessSliderResponse	n/a
-0.602	-0.001	0.023	57.089	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	0.58	-0.022	n/a	ScanWait	n/a
0.0	10.0	0.022	57.691	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	67.721	1.0	1	-0.04	-0.04	9.995	955.0	5.0	Certain	-0.07	6.3	0.0	No	4.0	6.37032842582106	1.697	11.727	n/a	GetAnswer	Gain
11.751	4.0	0.024	69.442	1.0	1	-0.04	-0.04	9.995	955.0	5.0	Certain	-0.07	6.3	0.0	No	n/a	6.37032842582106	n/a	n/a	n/a	ShowChoice	Gain
