onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-30.389	-0.001	0.021	46.424	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	4.203	-26.186	n/a	Welcome	n/a
-26.157	5.0	0.029	50.656	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-21.126	4.906	0.031	55.687	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	272.0	LifeHappiness	n/a
-21.125	4.577	n/a	56.017	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	272.0	LifeHappinessSliderResponse	n/a
-15.877	4.0	0.013	60.936	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-11.862	2.795	0.015	64.951	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	412.0	BlockStartHappiness	n/a
-11.862	2.465	n/a	65.281	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	412.0	BlockStartHappinessSliderResponse	n/a
-4.098	-0.001	0.025	72.715	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	4.079	-0.019	n/a	ScanWait	n/a
0.0	10.0	0.019	76.813	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	86.843	1.0	1	4.7	0.0	10.5875	955.0	1.82	Outcome1	4.7	-4.52	0.0	No	2.0	9.2242355605889	1.554	11.584	n/a	GetAnswer	Gain
11.596	4.0	0.012	88.409	1.0	1	4.7	0.0	10.5875	955.0	1.82	Outcome1	4.7	-4.52	0.0	No	n/a	9.2242355605889	n/a	n/a	n/a	ShowChoice	Gain
15.612	1.0	0.016	92.425	1.0	1	4.7	0.0	10.5875	955.0	1.82	Outcome1	4.7	-4.52	0.0	No	n/a	9.2242355605889	n/a	n/a	n/a	ShowResult	Gain
16.628	2.431	0.016	93.441	1.0	1	4.7	0.0	10.5875	955.0	1.82	Outcome1	4.7	-4.52	0.0	No	n/a	9.2242355605889	n/a	n/a	n/a	ISITrial	Gain
19.077	3.0	0.018	95.89	2.0	1	0.45	1.0	10.6437	955.0	0.3	Outcome2	2.7	0.45	0.0	No	2.0	-2.25481313703284	1.679	20.756	n/a	GetAnswer	Mixed
20.777	4.0	0.021	97.59	2.0	1	0.45	1.0	10.6437	955.0	0.3	Outcome2	2.7	0.45	0.0	No	n/a	-2.25481313703284	n/a	n/a	n/a	ShowChoice	Mixed
