onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-185.376	-0.001	0.019	26.981	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	4.59	-180.786	n/a	Welcome	n/a
-180.759	5.0	0.027	31.598	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-175.727	1.026	0.032	36.63	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2{-2}	n/a	1.026	-174.701	728.0	LifeHappiness	n/a
-175.727	0.596	n/a	37.06	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	728.0	LifeHappinessSliderResponse	n/a
-168.639	4.0	0.019	43.718	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-164.627	1.175	0.012	47.73	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	736.0	BlockStartHappiness	n/a
-164.627	0.608	n/a	48.297	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	736.0	BlockStartHappinessSliderResponse	n/a
-2.591	-0.001	0.021	209.766	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	2.564	-0.027	n/a	ScanWait	n/a
0.0	10.0	0.027	212.357	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	222.387	1.0	1	1.5	0.0	10.1875	955.0	0.82	Outcome1	1.5	-2.22	0.0	No	2.0	3.7202718006795	1.766	11.796	n/a	GetAnswer	Mixed
11.819	4.0	0.023	224.176	1.0	1	1.5	0.0	10.1875	955.0	0.82	Outcome1	1.5	-2.22	0.0	No	n/a	3.7202718006795	n/a	n/a	n/a	ShowChoice	Mixed
15.847	1.0	0.028	228.204	1.0	1	1.5	0.0	10.1875	955.0	0.82	Outcome1	1.5	-2.22	0.0	No	n/a	3.7202718006795	n/a	n/a	n/a	ShowResult	Mixed
16.867	2.431	0.02	229.224	1.0	1	1.5	0.0	10.1875	955.0	0.82	Outcome1	1.5	-2.22	0.0	No	n/a	3.7202718006795	n/a	n/a	n/a	ISITrial	Mixed
19.325	3.0	0.027	231.682	2.0	1	-0.7	-2.0	10.1	955.0	0.66	Outcome2	-4.67	-0.7	0.0	No	2.0	3.9682899207248	2.048	21.373	n/a	GetAnswer	Mixed
21.397	4.0	0.023	233.754	2.0	1	-0.7	-2.0	10.1	955.0	0.66	Outcome2	-4.67	-0.7	0.0	No	n/a	3.9682899207248	n/a	n/a	n/a	ShowChoice	Mixed
25.426	1.0	0.029	237.783	2.0	1	-0.7	-2.0	10.1	955.0	0.66	Outcome2	-4.67	-0.7	0.0	No	n/a	3.9682899207248	n/a	n/a	n/a	ShowResult	Mixed
26.446	4.568	0.02	238.803	2.0	1	-0.7	-2.0	10.1	955.0	0.66	Outcome2	-4.67	-0.7	0.0	No	n/a	3.9682899207248	n/a	n/a	n/a	ISITrial	Mixed
31.043	3.0	0.029	243.4	3.0	1	6.3	1.04	10.8875	955.0	5.0	Outcome1	6.3	2.08	2.868	Yes	2.0	4.216308040770101	1.548	32.591	n/a	GetAnswer	Gain
32.614	4.0	0.023	244.971	3.0	1	6.3	1.04	10.8875	955.0	5.0	Outcome1	6.3	2.08	2.868	Yes	n/a	4.216308040770101	n/a	n/a	n/a	ShowChoice	Gain
36.643	1.0	0.029	249.0	3.0	1	6.3	1.04	10.8875	955.0	5.0	Outcome1	6.3	2.08	2.868	Yes	n/a	4.216308040770101	n/a	n/a	n/a	ShowResult	Gain
37.663	3.243	0.02	250.02	3.0	1	6.3	1.04	10.8875	955.0	5.0	Outcome1	6.3	2.08	2.868	Yes	n/a	4.216308040770101	n/a	n/a	n/a	ISITrial	Gain
40.923	2.868	0.017	253.28	3.0	1	6.3	1.04	10.8875	955.0	5.0	Outcome1	6.3	2.08	2.868	Yes	n/a	4.216308040770101	n/a	n/a	n/a	TrialHappPreview	Gain
43.815	4.028	0.024	256.172	3.0	1	6.3	1.04	10.8875	955.0	5.0	Outcome1	6.3	2.08	2.868	Yes	n/a	4.216308040770101	n/a	n/a	728.0	TrialHappiness	Gain
43.815	0.587	n/a	256.56	3.0	1	6.3	1.04	10.8875	955.0	5.0	Outcome1	6.3	2.08	2.868	Yes	n/a	4.216308040770101	n/a	n/a	728.0	TrialHappinessSliderResponse	Gain
47.843	3.472	4.028	260.2	3.0	1	6.3	1.04	10.8875	955.0	5.0	Outcome1	6.3	2.08	2.868	Yes	n/a	4.216308040770101	n/a	n/a	n/a	ISIRate	Gain
51.337	3.0	0.022	263.694	4.0	1	9.3	2.35	12.05	955.0	2.48	Outcome2	4.7	9.3	0.0	No	2.0	4.60022650056625	1.091	52.428	n/a	GetAnswer	Gain
52.457	4.0	0.029	264.814	4.0	1	9.3	2.35	12.05	955.0	2.48	Outcome2	4.7	9.3	0.0	No	n/a	4.60022650056625	n/a	n/a	n/a	ShowChoice	Gain
56.469	1.0	0.012	268.826	4.0	1	9.3	2.35	12.05	955.0	2.48	Outcome2	4.7	9.3	0.0	No	n/a	4.60022650056625	n/a	n/a	n/a	ShowResult	Gain
57.489	2.011	0.02	269.846	4.0	1	9.3	2.35	12.05	955.0	2.48	Outcome2	4.7	9.3	0.0	No	n/a	4.60022650056625	n/a	n/a	n/a	ISITrial	Gain
59.529	3.0	0.029	271.886	5.0	1	2.0	2.0	12.3	955.0	1.82	Certain	-0.16	4.7	2.5825	Yes	4.0	4.85730464326161	2.721	62.25	n/a	GetAnswer	Gain
62.27	4.0	0.02	274.627	5.0	1	2.0	2.0	12.3	955.0	1.82	Certain	-0.16	4.7	2.5825	Yes	n/a	4.85730464326161	n/a	n/a	n/a	ShowChoice	Gain
66.299	1.0	0.029	278.656	5.0	1	2.0	2.0	12.3	955.0	1.82	Certain	-0.16	4.7	2.5825	Yes	n/a	4.85730464326161	n/a	n/a	n/a	ShowResult	Gain
67.319	5.129	0.02	279.676	5.0	1	2.0	2.0	12.3	955.0	1.82	Certain	-0.16	4.7	2.5825	Yes	n/a	4.85730464326161	n/a	n/a	n/a	ISITrial	Gain
72.467	2.582	0.019	284.824	5.0	1	2.0	2.0	12.3	955.0	1.82	Certain	-0.16	4.7	2.5825	Yes	n/a	4.85730464326161	n/a	n/a	n/a	TrialHappPreview	Gain
75.075	4.029	0.026	287.432	5.0	1	2.0	2.0	12.3	955.0	1.82	Certain	-0.16	4.7	2.5825	Yes	n/a	4.85730464326161	n/a	n/a	744.0	TrialHappiness	Gain
75.076	0.626	n/a	288.033	5.0	1	2.0	2.0	12.3	955.0	1.82	Certain	-0.16	4.7	2.5825	Yes	n/a	4.85730464326161	n/a	n/a	744.0	TrialHappinessSliderResponse	Gain
79.104	2.33	4.029	291.461	5.0	1	2.0	2.0	12.3	955.0	1.82	Certain	-0.16	4.7	2.5825	Yes	n/a	4.85730464326161	n/a	n/a	n/a	ISIRate	Gain
81.461	3.0	0.027	293.818	6.0	1	2.34	1.17	12.5925	955.0	0.66	Outcome1	2.34	3.3	0.0	No	2.0	-0.9611174027935072	0.934	82.395	n/a	GetAnswer	Mixed
82.414	4.0	0.019	294.771	6.0	1	2.34	1.17	12.5925	955.0	0.66	Outcome1	2.34	3.3	0.0	No	n/a	-0.9611174027935072	n/a	n/a	n/a	ShowChoice	Mixed
86.443	1.0	0.029	298.8	6.0	1	2.34	1.17	12.5925	955.0	0.66	Outcome1	2.34	3.3	0.0	No	n/a	-0.9611174027935072	n/a	n/a	n/a	ShowResult	Mixed
87.462	6.232	0.019	299.819	6.0	1	2.34	1.17	12.5925	955.0	0.66	Outcome1	2.34	3.3	0.0	No	n/a	-0.9611174027935072	n/a	n/a	n/a	ISITrial	Mixed
93.714	3.0	0.02	306.071	7.0	1	1.9	0.0	12.83	955.0	1.2	Outcome2	-3.18	1.9	0.0	No	2.0	5.081540203850509	1.879	95.593	n/a	GetAnswer	Mixed
