onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-43.135	-0.001	0.039	35.625	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	7.166	-35.969	n/a	Welcome	n/a
-35.938	5.0	0.031	42.822	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-30.906	1.489	0.032	47.854	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	904.0	LifeHappiness	n/a
-30.906	0.962	n/a	48.381	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	904.0	LifeHappinessSliderResponse	n/a
-14.545	4.0	0.016	64.215	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-10.53	1.672	0.015	68.23	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	840.0	BlockStartHappiness	n/a
-10.529	0.82	n/a	69.083	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	840.0	BlockStartHappinessSliderResponse	n/a
-3.199	-0.001	0.018	75.561	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	3.184	-0.015	n/a	ScanWait	n/a
0.0	10.0	0.015	78.76	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	88.79	1.0	1	7.5	2.78	10.9375	955.0	2.8	Outcome2	5.55	7.5	0.0	No	2.0	1.95356738391846	1.24	11.27	n/a	GetAnswer	Gain
11.296	4.0	0.026	90.056	1.0	1	7.5	2.78	10.9375	955.0	2.8	Outcome2	5.55	7.5	0.0	No	n/a	1.95356738391846	n/a	n/a	n/a	ShowChoice	Gain
15.311	1.0	0.015	94.071	1.0	1	7.5	2.78	10.9375	955.0	2.8	Outcome2	5.55	7.5	0.0	No	n/a	1.95356738391846	n/a	n/a	n/a	ShowResult	Gain
