onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-58.366	-0.001	0.014	16.031	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	2.348	-56.018	n/a	Welcome	n/a
-56.001	5.0	0.017	18.396	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-50.969	3.05	0.032	23.428	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	376.0	LifeHappiness	n/a
-50.969	2.354	n/a	24.124	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	376.0	LifeHappinessSliderResponse	n/a
-26.178	4.0	0.017	48.219	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-22.167	3.934	0.011	52.23	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	512.0	BlockStartHappiness	n/a
-22.166	0.0	n/a	56.165	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	512.0	BlockStartHappinessSliderResponse	n/a
-0.502	-0.001	0.013	73.895	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	0.484	-0.018	n/a	ScanWait	n/a
0.0	10.0	0.018	74.397	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	84.427	1.0	1	-3.1	-2.0	9.6125	955.0	0.3	Outcome2	-1.3	-3.1	0.0	No	2.0	-1.79775386938467	2.434	12.464	n/a	GetAnswer	Mixed
12.487	4.0	0.023	86.884	1.0	1	-3.1	-2.0	9.6125	955.0	0.3	Outcome2	-1.3	-3.1	0.0	No	n/a	-1.79775386938467	n/a	n/a	n/a	ShowChoice	Mixed
16.516	1.0	0.029	90.913	1.0	1	-3.1	-2.0	9.6125	955.0	0.3	Outcome2	-1.3	-3.1	0.0	No	n/a	-1.79775386938467	n/a	n/a	n/a	ShowResult	Mixed
17.535	2.431	0.019	91.932	1.0	1	-3.1	-2.0	9.6125	955.0	0.3	Outcome2	-1.3	-3.1	0.0	No	n/a	-1.79775386938467	n/a	n/a	n/a	ISITrial	Mixed
19.993	3.0	0.027	94.39	2.0	1	13.9	2.94	11.35	955.0	3.6	Outcome2	5.87	13.9	0.0	No	2.0	8.02718006795017	1.15	21.143	n/a	GetAnswer	Loss
21.163	4.0	0.02	95.56	2.0	1	13.9	2.94	11.35	955.0	3.6	Outcome2	5.87	13.9	0.0	No	n/a	8.02718006795017	n/a	n/a	n/a	ShowChoice	Loss
25.192	1.0	0.029	99.589	2.0	1	13.9	2.94	11.35	955.0	3.6	Outcome2	5.87	13.9	0.0	No	n/a	8.02718006795017	n/a	n/a	n/a	ShowResult	Loss
26.211	4.568	0.019	100.608	2.0	1	13.9	2.94	11.35	955.0	3.6	Outcome2	5.87	13.9	0.0	No	n/a	8.02718006795017	n/a	n/a	n/a	ISITrial	Loss
30.808	3.0	0.029	105.205	3.0	1	9.9	0.68	12.5875	955.0	3.6	Outcome2	1.37	9.9	2.868	Yes	2.0	8.52887882219705	1.193	32.001	n/a	GetAnswer	Gain
32.029	4.0	0.028	106.426	3.0	1	9.9	0.68	12.5875	955.0	3.6	Outcome2	1.37	9.9	2.868	Yes	n/a	8.52887882219705	n/a	n/a	n/a	ShowChoice	Gain
36.041	1.0	0.012	110.438	3.0	1	9.9	0.68	12.5875	955.0	3.6	Outcome2	1.37	9.9	2.868	Yes	n/a	8.52887882219705	n/a	n/a	n/a	ShowResult	Gain
37.06	3.243	0.019	111.457	3.0	1	9.9	0.68	12.5875	955.0	3.6	Outcome2	1.37	9.9	2.868	Yes	n/a	8.52887882219705	n/a	n/a	n/a	ISITrial	Gain
40.32	2.868	0.017	114.717	3.0	1	9.9	0.68	12.5875	955.0	3.6	Outcome2	1.37	9.9	2.868	Yes	n/a	8.52887882219705	n/a	n/a	n/a	TrialHappPreview	Gain
43.212	4.012	0.024	117.609	3.0	1	9.9	0.68	12.5875	955.0	3.6	Outcome2	1.37	9.9	2.868	Yes	2{-2}2{-2}2{-2}2{-2}	8.52887882219705	2.853	46.065	592.0	TrialHappiness	Gain
43.213	2.437	n/a	118.026	3.0	1	9.9	0.68	12.5875	955.0	3.6	Outcome2	1.37	9.9	2.868	Yes	n/a	8.52887882219705	n/a	n/a	592.0	TrialHappinessSliderResponse	Gain
47.224	3.472	4.012	121.621	3.0	1	9.9	0.68	12.5875	955.0	3.6	Outcome2	1.37	9.9	2.868	Yes	n/a	8.52887882219705	n/a	n/a	n/a	ISIRate	Gain
50.718	3.0	0.022	125.115	4.0	1	-4.0	-4.0	12.0875	955.0	0.82	Certain	-8.17	-0.5	0.0	No	4.0	7.67157417893545	1.977	52.695	n/a	GetAnswer	Mixed
52.724	4.0	0.029	127.121	4.0	1	-4.0	-4.0	12.0875	955.0	0.82	Certain	-8.17	-0.5	0.0	No	n/a	7.67157417893545	n/a	n/a	n/a	ShowChoice	Mixed
56.753	1.0	0.029	131.15	4.0	1	-4.0	-4.0	12.0875	955.0	0.82	Certain	-8.17	-0.5	0.0	No	n/a	7.67157417893545	n/a	n/a	n/a	ShowResult	Mixed
57.772	2.011	0.019	132.169	4.0	1	-4.0	-4.0	12.0875	955.0	0.82	Certain	-8.17	-0.5	0.0	No	n/a	7.67157417893545	n/a	n/a	n/a	ISITrial	Mixed
59.812	3.0	0.029	134.209	5.0	1	-1.0	-1.0	11.9625	955.0	0.2	Certain	2.5	-5.58	2.5825	Yes	4.0	8.08267270668177	2.214	62.026	n/a	GetAnswer	Mixed
62.052	4.0	0.026	136.449	5.0	1	-1.0	-1.0	11.9625	955.0	0.2	Certain	2.5	-5.58	2.5825	Yes	n/a	8.08267270668177	n/a	n/a	n/a	ShowChoice	Mixed
66.08	1.0	0.028	140.477	5.0	1	-1.0	-1.0	11.9625	955.0	0.2	Certain	2.5	-5.58	2.5825	Yes	n/a	8.08267270668177	n/a	n/a	n/a	ShowResult	Mixed
67.1	5.129	0.02	141.497	5.0	1	-1.0	-1.0	11.9625	955.0	0.2	Certain	2.5	-5.58	2.5825	Yes	n/a	8.08267270668177	n/a	n/a	n/a	ISITrial	Mixed
72.249	2.582	0.02	146.646	5.0	1	-1.0	-1.0	11.9625	955.0	0.2	Certain	2.5	-5.58	2.5825	Yes	n/a	8.08267270668177	n/a	n/a	n/a	TrialHappPreview	Mixed
74.857	4.028	0.026	149.254	5.0	1	-1.0	-1.0	11.9625	955.0	0.2	Certain	2.5	-5.58	2.5825	Yes	n/a	8.08267270668177	n/a	n/a	552.0	TrialHappiness	Mixed
74.857	1.063	n/a	149.783	5.0	1	-1.0	-1.0	11.9625	955.0	0.2	Certain	2.5	-5.58	2.5825	Yes	n/a	8.08267270668177	n/a	n/a	552.0	TrialHappinessSliderResponse	Mixed
