onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-61.358	-0.001	0.013	18.589	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	24.582	-36.776	n/a	Welcome	n/a
-36.759	5.0	0.017	43.188	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-31.728	3.954	0.031	48.219	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	408.0	LifeHappiness	n/a
-31.727	3.21	n/a	48.964	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	408.0	LifeHappinessSliderResponse	n/a
-19.775	4.0	0.018	60.172	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-15.763	1.778	0.012	64.184	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	416.0	BlockStartHappiness	n/a
-15.763	1.351	n/a	64.611	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	416.0	BlockStartHappinessSliderResponse	n/a
-1.939	-0.001	0.021	78.008	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	1.917	-0.022	n/a	ScanWait	n/a
0.0	10.0	0.021	79.947	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	89.977	1.0	1	11.9	1.37	11.4875	955.0	3.6	Outcome1	11.9	2.74	0.0	No	2.0	9.156285390713482	1.152	11.182	n/a	GetAnswer	Loss
11.201	4.0	0.019	91.148	1.0	1	11.9	1.37	11.4875	955.0	3.6	Outcome1	11.9	2.74	0.0	No	n/a	9.156285390713482	n/a	n/a	n/a	ShowChoice	Loss
15.213	1.0	0.012	95.16	1.0	1	11.9	1.37	11.4875	955.0	3.6	Outcome1	11.9	2.74	0.0	No	n/a	9.156285390713482	n/a	n/a	n/a	ShowResult	Loss
