onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-34.022	-0.001	0.037	14.016	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	1.923	-32.099	n/a	Welcome	n/a
-32.072	5.0	0.027	15.966	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-27.041	3.857	0.031	20.997	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	844.0	LifeHappiness	n/a
-27.04	3.447	n/a	21.408	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	844.0	LifeHappinessSliderResponse	n/a
-13.945	4.0	0.024	34.093	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-9.93	2.393	0.015	38.108	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	848.0	BlockStartHappiness	n/a
-9.93	1.941	n/a	38.56	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	848.0	BlockStartHappinessSliderResponse	n/a
-3.766	-0.001	0.014	44.272	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	3.753	-0.013	n/a	ScanWait	n/a
0.0	10.0	0.013	48.038	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.029	3.0	0.029	58.067	1.0	1	11.9	5.04	11.4875	955.0	3.6	Outcome1	11.9	10.08	0.0	No	2.0	1.8176670441676104	0.733	10.762	n/a	GetAnswer	Loss
10.779	4.0	0.017	58.817	1.0	1	11.9	5.04	11.4875	955.0	3.6	Outcome1	11.9	10.08	0.0	No	n/a	1.8176670441676104	n/a	n/a	n/a	ShowChoice	Loss
14.794	1.0	0.015	62.832	1.0	1	11.9	5.04	11.4875	955.0	3.6	Outcome1	11.9	10.08	0.0	No	n/a	1.8176670441676104	n/a	n/a	n/a	ShowResult	Loss
15.811	2.431	0.017	63.849	1.0	1	11.9	5.04	11.4875	955.0	3.6	Outcome1	11.9	10.08	0.0	No	n/a	1.8176670441676104	n/a	n/a	n/a	ISITrial	Loss
18.277	3.0	0.035	66.315	2.0	1	0.0	0.0	11.4875	955.0	2.0	Certain	-1.64	0.3	0.0	No	4.0	1.93884484711212	1.255	19.532	n/a	GetAnswer	Mixed
19.559	4.0	0.027	67.597	2.0	1	0.0	0.0	11.4875	955.0	2.0	Certain	-1.64	0.3	0.0	No	n/a	1.93884484711212	n/a	n/a	n/a	ShowChoice	Mixed
23.575	1.0	0.016	71.613	2.0	1	0.0	0.0	11.4875	955.0	2.0	Certain	-1.64	0.3	0.0	No	n/a	1.93884484711212	n/a	n/a	n/a	ShowResult	Mixed
24.591	4.568	0.016	72.629	2.0	1	0.0	0.0	11.4875	955.0	2.0	Certain	-1.64	0.3	0.0	No	n/a	1.93884484711212	n/a	n/a	n/a	ISITrial	Mixed
29.189	3.0	0.03	77.227	3.0	1	3.1	2.0	11.875	955.0	0.52	Outcome1	3.1	1.04	2.868	Yes	2.0	2.06002265005663	0.572	29.761	n/a	GetAnswer	Mixed
29.789	4.0	0.028	77.827	3.0	1	3.1	2.0	11.875	955.0	0.52	Outcome1	3.1	1.04	2.868	Yes	n/a	2.06002265005663	n/a	n/a	n/a	ShowChoice	Mixed
33.804	1.0	0.015	81.842	3.0	1	3.1	2.0	11.875	955.0	0.52	Outcome1	3.1	1.04	2.868	Yes	n/a	2.06002265005663	n/a	n/a	n/a	ShowResult	Mixed
34.821	3.243	0.017	82.859	3.0	1	3.1	2.0	11.875	955.0	0.52	Outcome1	3.1	1.04	2.868	Yes	n/a	2.06002265005663	n/a	n/a	n/a	ISITrial	Mixed
38.086	2.868	0.022	86.124	3.0	1	3.1	2.0	11.875	955.0	0.52	Outcome1	3.1	1.04	2.868	Yes	n/a	2.06002265005663	n/a	n/a	n/a	TrialHappPreview	Mixed
40.985	4.015	0.031	89.023	3.0	1	3.1	2.0	11.875	955.0	0.52	Outcome1	3.1	1.04	2.868	Yes	2{-2}4{-4}	2.06002265005663	3.571	44.556	828.0	TrialHappiness	Mixed
40.986	3.238	n/a	89.357	3.0	1	3.1	2.0	11.875	955.0	0.52	Outcome1	3.1	1.04	2.868	Yes	n/a	2.06002265005663	n/a	n/a	828.0	TrialHappinessSliderResponse	Mixed
45.0	3.472	4.015	93.038	3.0	1	3.1	2.0	11.875	955.0	0.52	Outcome1	3.1	1.04	2.868	Yes	n/a	2.06002265005663	n/a	n/a	n/a	ISIRate	Mixed
48.499	3.0	0.027	96.537	4.0	1	0.0	0.0	11.875	955.0	1.0	Certain	-0.3	-0.85	0.0	No	4.0	-0.545677614194035	0.88	49.379	n/a	GetAnswer	Mixed
49.399	4.0	0.02	97.437	4.0	1	0.0	0.0	11.875	955.0	1.0	Certain	-0.3	-0.85	0.0	No	n/a	-0.545677614194035	n/a	n/a	n/a	ShowChoice	Mixed
53.414	1.0	0.015	101.452	4.0	1	0.0	0.0	11.875	955.0	1.0	Certain	-0.3	-0.85	0.0	No	n/a	-0.545677614194035	n/a	n/a	n/a	ShowResult	Mixed
54.431	2.011	0.017	102.469	4.0	1	0.0	0.0	11.875	955.0	1.0	Certain	-0.3	-0.85	0.0	No	n/a	-0.545677614194035	n/a	n/a	n/a	ISITrial	Mixed
56.463	3.0	0.021	104.501	5.0	1	1.0	1.0	12.0	955.0	1.5	Certain	-0.56	2.1	2.5825	Yes	4.0	2.6647791619479	1.122	57.585	n/a	GetAnswer	Mixed
57.613	4.0	0.028	105.651	5.0	1	1.0	1.0	12.0	955.0	1.5	Certain	-0.56	2.1	2.5825	Yes	n/a	2.6647791619479	n/a	n/a	n/a	ShowChoice	Mixed
61.628	1.0	0.015	109.666	5.0	1	1.0	1.0	12.0	955.0	1.5	Certain	-0.56	2.1	2.5825	Yes	n/a	2.6647791619479	n/a	n/a	n/a	ShowResult	Mixed
62.644	5.129	0.016	110.682	5.0	1	1.0	1.0	12.0	955.0	1.5	Certain	-0.56	2.1	2.5825	Yes	n/a	2.6647791619479	n/a	n/a	n/a	ISITrial	Mixed
67.792	2.582	0.019	115.83	5.0	1	1.0	1.0	12.0	955.0	1.5	Certain	-0.56	2.1	2.5825	Yes	n/a	2.6647791619479	n/a	n/a	n/a	TrialHappPreview	Mixed
70.392	4.015	0.018	118.43	5.0	1	1.0	1.0	12.0	955.0	1.5	Certain	-0.56	2.1	2.5825	Yes	n/a	2.6647791619479	n/a	n/a	848.0	TrialHappiness	Mixed
70.392	1.464	n/a	118.722	5.0	1	1.0	1.0	12.0	955.0	1.5	Certain	-0.56	2.1	2.5825	Yes	n/a	2.6647791619479	n/a	n/a	848.0	TrialHappinessSliderResponse	Mixed
74.407	2.33	4.015	122.445	5.0	1	1.0	1.0	12.0	955.0	1.5	Certain	-0.56	2.1	2.5825	Yes	n/a	2.6647791619479	n/a	n/a	n/a	ISIRate	Mixed
76.756	3.0	0.019	124.794	6.0	1	5.7	1.62	12.7125	955.0	3.16	Outcome1	5.7	3.23	0.0	No	2.0	2.46885617214043	0.697	77.453	n/a	GetAnswer	Gain
77.472	4.0	0.019	125.51	6.0	1	5.7	1.62	12.7125	955.0	3.16	Outcome1	5.7	3.23	0.0	No	n/a	2.46885617214043	n/a	n/a	n/a	ShowChoice	Gain
81.488	1.0	0.016	129.526	6.0	1	5.7	1.62	12.7125	955.0	3.16	Outcome1	5.7	3.23	0.0	No	n/a	2.46885617214043	n/a	n/a	n/a	ShowResult	Gain
82.504	6.232	0.016	130.542	6.0	1	5.7	1.62	12.7125	955.0	3.16	Outcome1	5.7	3.23	0.0	No	n/a	2.46885617214043	n/a	n/a	n/a	ISITrial	Gain
88.768	3.0	0.032	136.806	7.0	1	6.8	3.4	13.5625	955.0	2.48	Outcome1	6.8	7.3	0.0	No	2.0	-0.498584371460929	0.563	89.331	n/a	GetAnswer	Gain
89.352	4.0	0.021	137.39	7.0	1	6.8	3.4	13.5625	955.0	2.48	Outcome1	6.8	7.3	0.0	No	n/a	-0.498584371460929	n/a	n/a	n/a	ShowChoice	Gain
93.367	1.0	0.015	141.405	7.0	1	6.8	3.4	13.5625	955.0	2.48	Outcome1	6.8	7.3	0.0	No	n/a	-0.498584371460929	n/a	n/a	n/a	ShowResult	Gain
94.383	2.305	0.016	142.421	7.0	1	6.8	3.4	13.5625	955.0	2.48	Outcome1	6.8	7.3	0.0	No	n/a	-0.498584371460929	n/a	n/a	n/a	ISITrial	Gain
96.716	3.0	0.028	144.754	8.0	1	9.9	3.6	14.8	955.0	3.6	Outcome1	9.9	7.19	3.1125	Yes	2.0	2.71121177802944	0.828	97.544	n/a	GetAnswer	Gain
97.565	4.0	0.021	145.603	8.0	1	9.9	3.6	14.8	955.0	3.6	Outcome1	9.9	7.19	3.1125	Yes	n/a	2.71121177802944	n/a	n/a	n/a	ShowChoice	Gain
101.581	1.0	0.016	149.619	8.0	1	9.9	3.6	14.8	955.0	3.6	Outcome1	9.9	7.19	3.1125	Yes	n/a	2.71121177802944	n/a	n/a	n/a	ShowResult	Gain
