onset	duration	onset_delay	onset_unadjusted	trial_number	block	amount_change	certain_amount	current_amount	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
-45.351	-0.001	0.022	27.367	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	{SPACE}	n/a	3.295	-42.056	n/a	Welcome	n/a
-42.035	5.0	0.021	30.683	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	LifeHappyPreview	n/a
-37.004	3.087	0.031	35.714	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2{-2}2{-2}2{-2}2{-2}2{-2}2{-2}2{-2}2{-2}2{-2}	n/a	3.087	-33.917	840.0	LifeHappiness	n/a
-37.003	2.679	n/a	36.123	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	840.0	LifeHappinessSliderResponse	n/a
-19.626	4.0	0.014	53.092	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	BlockHappyPreview	n/a
-15.611	2.665	0.015	57.107	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	784.0	BlockStartHappiness	n/a
-15.61	2.161	n/a	57.612	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	784.0	BlockStartHappinessSliderResponse	n/a
-5.964	-0.001	0.013	66.754	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.0	n/a	5.938	-0.026	n/a	ScanWait	n/a
0.0	10.0	0.026	72.718	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	GetReady	n/a
10.03	3.0	0.03	82.748	1.0	1	9.5	3.3	11.1875	955.0	2.8	Outcome1	9.5	6.6	0.0	No	2.0	2.9048697621744104	1.274	11.304	n/a	GetAnswer	Gain
11.33	4.0	0.026	84.048	1.0	1	9.5	3.3	11.1875	955.0	2.8	Outcome1	9.5	6.6	0.0	No	n/a	2.9048697621744104	n/a	n/a	n/a	ShowChoice	Gain
15.345	1.0	0.015	88.063	1.0	1	9.5	3.3	11.1875	955.0	2.8	Outcome1	9.5	6.6	0.0	No	n/a	2.9048697621744104	n/a	n/a	n/a	ShowResult	Gain
16.361	2.431	0.016	89.079	1.0	1	9.5	3.3	11.1875	955.0	2.8	Outcome1	9.5	6.6	0.0	No	n/a	2.9048697621744104	n/a	n/a	n/a	ISITrial	Gain
18.81	3.0	0.018	91.528	2.0	1	1.9	0.0	11.425	955.0	1.2	Outcome1	1.9	-1.2	0.0	No	2.0	3.09852774631937	0.909	19.719	n/a	GetAnswer	Mixed
19.743	4.0	0.024	92.461	2.0	1	1.9	0.0	11.425	955.0	1.2	Outcome1	1.9	-1.2	0.0	No	n/a	3.09852774631937	n/a	n/a	n/a	ShowChoice	Mixed
23.759	1.0	0.016	96.477	2.0	1	1.9	0.0	11.425	955.0	1.2	Outcome1	1.9	-1.2	0.0	No	n/a	3.09852774631937	n/a	n/a	n/a	ShowResult	Mixed
24.775	4.568	0.016	97.493	2.0	1	1.9	0.0	11.425	955.0	1.2	Outcome1	1.9	-1.2	0.0	No	n/a	3.09852774631937	n/a	n/a	n/a	ISITrial	Mixed
29.373	3.0	0.03	102.091	3.0	1	4.3	2.0	11.9625	955.0	2.0	Outcome1	4.3	1.01	2.868	Yes	2.0	3.2921857304643303	1.236	30.609	n/a	GetAnswer	Mixed
30.623	4.0	0.014	103.341	3.0	1	4.3	2.0	11.9625	955.0	2.0	Outcome1	4.3	1.01	2.868	Yes	n/a	3.2921857304643303	n/a	n/a	n/a	ShowChoice	Mixed
34.638	1.0	0.015	107.356	3.0	1	4.3	2.0	11.9625	955.0	2.0	Outcome1	4.3	1.01	2.868	Yes	n/a	3.2921857304643303	n/a	n/a	n/a	ShowResult	Mixed
35.654	3.243	0.016	108.372	3.0	1	4.3	2.0	11.9625	955.0	2.0	Outcome1	4.3	1.01	2.868	Yes	n/a	3.2921857304643303	n/a	n/a	n/a	ISITrial	Mixed
38.92	2.868	0.023	111.638	3.0	1	4.3	2.0	11.9625	955.0	2.0	Outcome1	4.3	1.01	2.868	Yes	n/a	3.2921857304643303	n/a	n/a	n/a	TrialHappPreview	Mixed
41.802	4.016	0.014	114.52	3.0	1	4.3	2.0	11.9625	955.0	2.0	Outcome1	4.3	1.01	2.868	Yes	n/a	3.2921857304643303	n/a	n/a	808.0	TrialHappiness	Mixed
41.803	1.978	n/a	114.913	3.0	1	4.3	2.0	11.9625	955.0	2.0	Outcome1	4.3	1.01	2.868	Yes	n/a	3.2921857304643303	n/a	n/a	808.0	TrialHappinessSliderResponse	Mixed
45.818	3.472	4.016	118.536	3.0	1	4.3	2.0	11.9625	955.0	2.0	Outcome1	4.3	1.01	2.868	Yes	n/a	3.2921857304643303	n/a	n/a	n/a	ISIRate	Mixed
49.316	3.0	0.026	122.034	4.0	1	3.06	1.53	12.345	955.0	1.0	Outcome1	3.06	3.7	0.0	No	2.0	-0.644960362400906	1.28	50.596	n/a	GetAnswer	Mixed
50.616	4.0	0.02	123.334	4.0	1	3.06	1.53	12.345	955.0	1.0	Outcome1	3.06	3.7	0.0	No	n/a	-0.644960362400906	n/a	n/a	n/a	ShowChoice	Mixed
54.631	1.0	0.015	127.349	4.0	1	3.06	1.53	12.345	955.0	1.0	Outcome1	3.06	3.7	0.0	No	n/a	-0.644960362400906	n/a	n/a	n/a	ShowResult	Mixed
55.647	2.011	0.016	128.365	4.0	1	3.06	1.53	12.345	955.0	1.0	Outcome1	3.06	3.7	0.0	No	n/a	-0.644960362400906	n/a	n/a	n/a	ISITrial	Mixed
57.68	3.0	0.022	130.398	5.0	1	5.84	2.92	13.075	955.0	1.68	Outcome1	5.84	6.5	2.5825	Yes	2.0	-0.6588335220838051	1.027	58.707	n/a	GetAnswer	Gain
58.73	4.0	0.023	131.448	5.0	1	5.84	2.92	13.075	955.0	1.68	Outcome1	5.84	6.5	2.5825	Yes	n/a	-0.6588335220838051	n/a	n/a	n/a	ShowChoice	Gain
62.745	1.0	0.015	135.463	5.0	1	5.84	2.92	13.075	955.0	1.68	Outcome1	5.84	6.5	2.5825	Yes	n/a	-0.6588335220838051	n/a	n/a	n/a	ShowResult	Gain
63.761	5.129	0.016	136.479	5.0	1	5.84	2.92	13.075	955.0	1.68	Outcome1	5.84	6.5	2.5825	Yes	n/a	-0.6588335220838051	n/a	n/a	n/a	ISITrial	Gain
68.91	2.582	0.02	141.628	5.0	1	5.84	2.92	13.075	955.0	1.68	Outcome1	5.84	6.5	2.5825	Yes	n/a	-0.6588335220838051	n/a	n/a	n/a	TrialHappPreview	Gain
71.509	4.015	0.017	144.227	5.0	1	5.84	2.92	13.075	955.0	1.68	Outcome1	5.84	6.5	2.5825	Yes	n/a	-0.6588335220838051	n/a	n/a	848.0	TrialHappiness	Gain
71.509	1.092	n/a	144.673	5.0	1	5.84	2.92	13.075	955.0	1.68	Outcome1	5.84	6.5	2.5825	Yes	n/a	-0.6588335220838051	n/a	n/a	848.0	TrialHappinessSliderResponse	Gain
75.524	2.33	4.015	148.242	5.0	1	5.84	2.92	13.075	955.0	1.68	Outcome1	5.84	6.5	2.5825	Yes	n/a	-0.6588335220838051	n/a	n/a	n/a	ISIRate	Gain
77.873	3.0	0.019	150.591	6.0	1	0.19	0.0	13.0988	955.0	0.3	Outcome1	0.19	0.7	0.0	No	2.0	-0.51038127595319	1.371	79.244	n/a	GetAnswer	Mixed
79.273	4.0	0.029	151.991	6.0	1	0.19	0.0	13.0988	955.0	0.3	Outcome1	0.19	0.7	0.0	No	n/a	-0.51038127595319	n/a	n/a	n/a	ShowChoice	Mixed
83.288	1.0	0.015	156.006	6.0	1	0.19	0.0	13.0988	955.0	0.3	Outcome1	0.19	0.7	0.0	No	n/a	-0.51038127595319	n/a	n/a	n/a	ShowResult	Mixed
84.304	6.232	0.016	157.022	6.0	1	0.19	0.0	13.0988	955.0	0.3	Outcome1	0.19	0.7	0.0	No	n/a	-0.51038127595319	n/a	n/a	n/a	ISITrial	Mixed
90.569	3.0	0.033	163.287	7.0	1	11.9	4.53	14.5863	955.0	3.6	Outcome2	9.05	11.9	0.0	No	2.0	2.85277463193658	1.196	91.765	n/a	GetAnswer	Loss
91.785	4.0	0.02	164.503	7.0	1	11.9	4.53	14.5863	955.0	3.6	Outcome2	9.05	11.9	0.0	No	n/a	2.85277463193658	n/a	n/a	n/a	ShowChoice	Loss
95.8	1.0	0.015	168.518	7.0	1	11.9	4.53	14.5863	955.0	3.6	Outcome2	9.05	11.9	0.0	No	n/a	2.85277463193658	n/a	n/a	n/a	ShowResult	Loss
96.816	2.305	0.016	169.534	7.0	1	11.9	4.53	14.5863	955.0	3.6	Outcome2	9.05	11.9	0.0	No	n/a	2.85277463193658	n/a	n/a	n/a	ISITrial	Loss
99.149	3.0	0.028	171.867	8.0	1	-1.0	-1.0	14.4613	955.0	1.2	Certain	-3.07	-0.1	3.1125	Yes	4.0	2.97395243488109	2.266	101.415	n/a	GetAnswer	Mixed
101.431	4.0	0.016	174.149	8.0	1	-1.0	-1.0	14.4613	955.0	1.2	Certain	-3.07	-0.1	3.1125	Yes	n/a	2.97395243488109	n/a	n/a	n/a	ShowChoice	Mixed
105.447	1.0	0.016	178.165	8.0	1	-1.0	-1.0	14.4613	955.0	1.2	Certain	-3.07	-0.1	3.1125	Yes	n/a	2.97395243488109	n/a	n/a	n/a	ShowResult	Mixed
106.463	3.506	0.016	179.181	8.0	1	-1.0	-1.0	14.4613	955.0	1.2	Certain	-3.07	-0.1	3.1125	Yes	n/a	2.97395243488109	n/a	n/a	n/a	ISITrial	Mixed
109.995	3.112	0.026	182.713	8.0	1	-1.0	-1.0	14.4613	955.0	1.2	Certain	-3.07	-0.1	3.1125	Yes	n/a	2.97395243488109	n/a	n/a	n/a	TrialHappPreview	Mixed
113.127	4.016	0.02	185.845	8.0	1	-1.0	-1.0	14.4613	955.0	1.2	Certain	-3.07	-0.1	3.1125	Yes	n/a	2.97395243488109	n/a	n/a	800.0	TrialHappiness	Mixed
113.128	1.688	n/a	187.13	8.0	1	-1.0	-1.0	14.4613	955.0	1.2	Certain	-3.07	-0.1	3.1125	Yes	n/a	2.97395243488109	n/a	n/a	800.0	TrialHappinessSliderResponse	Mixed
117.143	4.45	4.016	189.861	8.0	1	-1.0	-1.0	14.4613	955.0	1.2	Certain	-3.07	-0.1	3.1125	Yes	n/a	2.97395243488109	n/a	n/a	n/a	ISIRate	Mixed
121.624	3.0	0.031	194.342	9.0	1	1.7	0.0	14.6738	955.0	1.0	Outcome1	1.7	-2.21	0.0	No	2.0	3.91053227633069	2.479	124.103	n/a	GetAnswer	Mixed
124.124	4.0	0.021	196.842	9.0	1	1.7	0.0	14.6738	955.0	1.0	Outcome1	1.7	-2.21	0.0	No	n/a	3.91053227633069	n/a	n/a	n/a	ShowChoice	Mixed
128.139	1.0	0.015	200.857	9.0	1	1.7	0.0	14.6738	955.0	1.0	Outcome1	1.7	-2.21	0.0	No	n/a	3.91053227633069	n/a	n/a	n/a	ShowResult	Mixed
129.155	2.0	0.016	201.873	9.0	1	1.7	0.0	14.6738	955.0	1.0	Outcome1	1.7	-2.21	0.0	No	n/a	3.91053227633069	n/a	n/a	n/a	ISITrial	Mixed
131.188	3.0	0.033	203.906	10.0	1	0.5	-1.0	14.7363	955.0	0.2	Outcome2	-3.59	0.5	4.0	Yes	2.0	4.08607021517554	1.55	132.738	n/a	GetAnswer	Mixed
132.754	4.0	0.016	205.472	10.0	1	0.5	-1.0	14.7363	955.0	0.2	Outcome2	-3.59	0.5	4.0	Yes	n/a	4.08607021517554	n/a	n/a	n/a	ShowChoice	Mixed
136.769	1.0	0.015	209.487	10.0	1	0.5	-1.0	14.7363	955.0	0.2	Outcome2	-3.59	0.5	4.0	Yes	n/a	4.08607021517554	n/a	n/a	n/a	ShowResult	Mixed
137.785	2.0	0.016	210.503	10.0	1	0.5	-1.0	14.7363	955.0	0.2	Outcome2	-3.59	0.5	4.0	Yes	n/a	4.08607021517554	n/a	n/a	n/a	ISITrial	Mixed
139.801	4.0	0.016	212.519	10.0	1	0.5	-1.0	14.7363	955.0	0.2	Outcome2	-3.59	0.5	4.0	Yes	n/a	4.08607021517554	n/a	n/a	n/a	TrialHappPreview	Mixed
143.833	4.016	0.032	216.551	10.0	1	0.5	-1.0	14.7363	955.0	0.2	Outcome2	-3.59	0.5	4.0	Yes	n/a	4.08607021517554	n/a	n/a	852.0	TrialHappiness	Mixed
143.834	1.609	n/a	216.999	10.0	1	0.5	-1.0	14.7363	955.0	0.2	Outcome2	-3.59	0.5	4.0	Yes	n/a	4.08607021517554	n/a	n/a	852.0	TrialHappinessSliderResponse	Mixed
147.849	8.0	4.016	220.567	10.0	1	0.5	-1.0	14.7363	955.0	0.2	Outcome2	-3.59	0.5	4.0	Yes	n/a	4.08607021517554	n/a	n/a	n/a	ISIRate	Mixed
155.879	3.0	0.03	228.597	11.0	1	4.95	2.48	15.3551	955.0	2.8	Outcome1	4.95	5.5	0.0	No	2.0	-0.553699509248773	1.716	157.595	n/a	GetAnswer	Gain
157.612	4.0	0.017	230.33	11.0	1	4.95	2.48	15.3551	955.0	2.8	Outcome1	4.95	5.5	0.0	No	n/a	-0.553699509248773	n/a	n/a	n/a	ShowChoice	Gain
161.627	1.0	0.015	234.345	11.0	1	4.95	2.48	15.3551	955.0	2.8	Outcome1	4.95	5.5	0.0	No	n/a	-0.553699509248773	n/a	n/a	n/a	ShowResult	Gain
162.643	3.324	0.016	235.361	11.0	1	4.95	2.48	15.3551	955.0	2.8	Outcome1	4.95	5.5	0.0	No	n/a	-0.553699509248773	n/a	n/a	n/a	ISITrial	Gain
165.992	3.0	0.025	238.71	12.0	1	4.74	2.37	15.9476	955.0	2.48	Outcome1	4.74	5.3	2.61875	Yes	2.0	-0.563420158550396	1.644	167.636	n/a	GetAnswer	Gain
167.658	4.0	0.022	240.376	12.0	1	4.74	2.37	15.9476	955.0	2.48	Outcome1	4.74	5.3	2.61875	Yes	n/a	-0.563420158550396	n/a	n/a	n/a	ShowChoice	Gain
171.674	1.0	0.016	244.392	12.0	1	4.74	2.37	15.9476	955.0	2.48	Outcome1	4.74	5.3	2.61875	Yes	n/a	-0.563420158550396	n/a	n/a	n/a	ShowResult	Gain
172.69	6.642	0.016	245.408	12.0	1	4.74	2.37	15.9476	955.0	2.48	Outcome1	4.74	5.3	2.61875	Yes	n/a	-0.563420158550396	n/a	n/a	n/a	ISITrial	Gain
179.354	2.619	0.022	252.072	12.0	1	4.74	2.37	15.9476	955.0	2.48	Outcome1	4.74	5.3	2.61875	Yes	n/a	-0.563420158550396	n/a	n/a	n/a	TrialHappPreview	Gain
182.003	4.016	0.03	254.721	12.0	1	4.74	2.37	15.9476	955.0	2.48	Outcome1	4.74	5.3	2.61875	Yes	n/a	-0.563420158550396	n/a	n/a	904.0	TrialHappiness	Gain
182.004	3.363	n/a	255.082	12.0	1	4.74	2.37	15.9476	955.0	2.48	Outcome1	4.74	5.3	2.61875	Yes	n/a	-0.563420158550396	n/a	n/a	904.0	TrialHappinessSliderResponse	Gain
186.019	2.475	4.016	258.737	12.0	1	4.74	2.37	15.9476	955.0	2.48	Outcome1	4.74	5.3	2.61875	Yes	n/a	-0.563420158550396	n/a	n/a	n/a	ISIRate	Gain
188.518	3.0	0.024	261.236	13.0	1	1.94	2.0	16.1901	955.0	2.0	Outcome2	2.3	1.94	0.0	No	2.0	-0.3621177802944509	1.252	189.77	n/a	GetAnswer	Mixed
189.801	4.0	0.03	262.519	13.0	1	1.94	2.0	16.1901	955.0	2.0	Outcome2	2.3	1.94	0.0	No	n/a	-0.3621177802944509	n/a	n/a	n/a	ShowChoice	Mixed
193.816	1.0	0.015	266.534	13.0	1	1.94	2.0	16.1901	955.0	2.0	Outcome2	2.3	1.94	0.0	No	n/a	-0.3621177802944509	n/a	n/a	n/a	ShowResult	Mixed
194.832	3.48	0.016	267.55	13.0	1	1.94	2.0	16.1901	955.0	2.0	Outcome2	2.3	1.94	0.0	No	n/a	-0.3621177802944509	n/a	n/a	n/a	ISITrial	Mixed
198.331	3.0	0.019	271.049	14.0	1	12.1	4.66	17.7026	955.0	4.2	Outcome1	12.1	9.31	0.0	No	2.0	2.78595696489241	0.798	199.129	n/a	GetAnswer	Loss
199.147	4.0	0.018	271.865	14.0	1	12.1	4.66	17.7026	955.0	4.2	Outcome1	12.1	9.31	0.0	No	n/a	2.78595696489241	n/a	n/a	n/a	ShowChoice	Loss
203.163	1.0	0.016	275.881	14.0	1	12.1	4.66	17.7026	955.0	4.2	Outcome1	12.1	9.31	0.0	No	n/a	2.78595696489241	n/a	n/a	n/a	ShowResult	Loss
204.179	5.019	0.016	276.897	14.0	1	12.1	4.66	17.7026	955.0	4.2	Outcome1	12.1	9.31	0.0	No	n/a	2.78595696489241	n/a	n/a	n/a	ISITrial	Loss
209.227	3.0	0.029	281.945	15.0	1	0.0	0.0	17.7026	955.0	0.82	Certain	-1.34	1.5	3.3485	Yes	4.0	2.84371460928652	1.635	210.862	n/a	GetAnswer	Mixed
210.877	4.0	0.015	283.595	15.0	1	0.0	0.0	17.7026	955.0	0.82	Certain	-1.34	1.5	3.3485	Yes	n/a	2.84371460928652	n/a	n/a	n/a	ShowChoice	Mixed
